smiles,mol_id,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,LogP,HBD,HBA,TPSA
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,TOX17044,0,0,0,0,0,0,0,,0,,0,0,365.411,0.0237,4,6,132.96
Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,TOX27866,0,0,0,,1,,,1,0,0,1,1,256.345,4.04054,2,2,40.46
CC(c1ccc(O)cc1)c1ccc(O)cc1,TOX27867,0,0,0,,1,1,0,1,0,0,1,0,214.264,3.2496,2,2,40.46
CCCCC#N,TOX6275,0,0,0,0,0,0,0,0,0,0,0,0,83.134,1.70018,0,1,23.79
COc1ccc(C(=O)c2cccc(O)c2)c(OC)c1,TOX27862,0,,1,0,1,1,0,0,0,0,1,0,258.273,2.6404,1,4,55.76
CCCCCOC(=O)c1ccc(O)cc1,TOX27863,0,0,1,,1,1,0,,1,0,1,,208.257,2.7392,1,3,46.53
CCn1cc[n+](C)c1.N#C[S-],TOX27860,0,0,0,0,0,0,0,0,0,0,0,0,169.253,0.34688,0,3,32.6
CCCCCCCCCOC(=O)c1ccc(O)cc1,TOX27861,0,0,0,,1,1,,,0,,1,,264.365,4.2996,1,3,46.53
O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,TOX6279,0,0,0,0,0,0,0,1,0,0,,0,262.268,2.8148,2,4,58.2
Oc1ccc(C2(c3ccc(O)cc3)CC3CC2C2CCCC32)cc1,TOX27869,0,,,1,,,,1,0,1,1,,320.432,4.84,2,2,40.46
C[C@H]1[C@H]2[C@@H](O[C@]13CC[C@@H](C)CO3)[C@@H](O)[C@H]1[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]12C,TOX5065,0,,,,,1,,,1,,,,1229.323,-6.5045,17,29,454.67
Nc1ccc(F)cc1F,TOX5064,0,0,,0,0,0,0,0,0,0,0,0,129.109,1.547,1,1,26.02
CCCCC(=O)N(C)C,TOX5063,0,0,0,0,0,0,0,0,0,0,0,0,129.203,1.2648,0,1,20.31
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,TOX4145,0,0,0,0,0,0,0,0,0,0,0,0,252.318,0.5132,0,6,60.13
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,TOX5068,0,0,1,0,0,0,0,0,0,0,0,0,334.456,5.1608,0,4,52.6
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,TOX3385,0,0,0,0,0,0,0,0,0,0,0,,413.426,2.8818,0,8,75.69
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,TOX3386,0,0,0,0,0,0,,0,0,0,0,0,611.624,2.99512,4,11,202.84
CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,TOX3387,0,0,0,0,0,0,0,,0,0,0,0,299.414,3.425,3,3,52.49
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,TOX3380,1,1,0,0,1,1,0,1,0,0,0,0,298.426,3.4925,1,2,37.3
O=C1O[C@H]([C@H](O)CO)C([O-])=C1O,TOX570,0,0,0,0,,0,0,0,0,0,0,0,175.116,-2.6051,3,6,110.05
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,TOX573,1,1,0,1,1,1,0,0,0,0,1,1,272.388,3.6092,2,2,40.46
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,TOX572,0,0,0,0,0,0,0,,0,,0,0,294.745,3.2717,0,4,43.07
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,TOX3388,0,0,,0,0,0,0,0,0,0,0,0,312.442,3.43922,1,5,30.87
CCc1cc(C(N)=S)ccn1,TOX577,0,0,0,0,1,0,0,0,0,0,0,0,166.249,1.2782,1,2,38.91
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,TOX576,0,1,0,0,1,1,0,0,0,1,1,1,296.41,3.6126,2,2,40.46
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,TOX2384,0,,,1,,,,,,,,,387.523,5.7017,1,3,32.7
CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,TOX14465,0,0,0,0,0,0,0,0,0,0,0,0,249.683,0.6532,2,4,92.45
CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,TOX2381,0,0,0,0,1,1,,1,0,1,1,1,270.372,4.7852,2,2,40.46
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,TOX3038,0,0,0,0,0,0,0,0,0,0,0,0,321.337,0.541,1,9,122.22
NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,TOX3039,0,0,0,0,0,0,0,0,0,0,0,0,337.456,-0.768,4,6,175.83
CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,TOX3036,,,,,,,,,,1,,,354.49,5.64556,0,3,35.53
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,TOX3037,1,1,0,1,1,0,0,1,0,0,0,0,296.41,4.0295,0,2,34.14
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,TOX3035,0,0,0,0,0,0,,,0,1,0,1,588.562,1.3386,3,13,160.83
Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,TOX3032,0,0,0,0,0,0,0,,0,,0,0,420.853,1.4879,0,9,97.35
CCOC(=O)c1cncn1C(C)c1ccccc1,TOX3033,0,0,0,0,0,0,0,0,0,0,,0,244.294,2.6691,0,4,44.12
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,TOX3030,0,0,,,,0,0,0,1,0,,0,342.855,4.20402,0,5,43.07
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,TOX3031,0,0,0,0,0,0,0,0,0,0,0,0,224.22,-1.574,1,7,82.05
Cc1ccccc1NC(=N)Nc1ccccc1C,TOX6606,0,0,,0,0,0,0,0,0,0,,0,239.322,3.76221,3,1,47.91
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,TOX6605,0,0,0,0,0,0,0,0,0,0,0,0,194.183,-2.5673,4,6,99.38
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,TOX6602,0,0,0,,,,0,0,0,,1,,206.329,3.9872,1,1,20.23
CNC(=O)Oc1cccc(N=CN(C)C)c1,TOX12405,0,0,,0,0,0,0,1,0,0,0,0,221.26,1.6262,1,3,53.93
O=C1OCCO1,TOX6600,0,0,0,0,0,0,0,0,0,0,0,0,88.062,0.1532,0,3,35.53
C=C(CC(=O)O)C(=O)O,TOX6608,0,0,0,0,0,0,0,0,0,0,0,0,130.099,0.1019,2,2,74.6
CC(C)C(=O)OC(=O)C(C)C,TOX6609,0,0,0,0,0,0,0,0,0,0,0,0,158.197,1.3682,0,3,43.37
O=C1NCCN1c1ncc([N+](=O)[O-])s1,TOX25244,0,0,0,0,0,0,0,,0,,,0,214.206,0.5809,1,5,88.37
Nc1nc2cc(Cl)ccc2o1,TOX25245,0,0,,0,0,0,0,0,0,0,0,0,168.583,2.0634,1,3,52.05
CN(CCCCCCCCCCN(C)C(=O)Oc1ccccc1[N+](C)(C)C)C(=O)Oc1ccccc1[N+](C)(C)C,TOX25240,0,0,0,0,0,0,0,,0,,,0,556.792,6.7622,0,4,59.08
COc1cc(NC(C)CCCN)c2ncccc2c1,TOX25248,0,0,,0,,0,0,,0,0,0,0,259.353,2.7827,2,4,60.17
Cc1ccc(Cl)cc1N,TOX287,0,0,0,0,0,0,0,0,0,0,,0,141.601,2.23062,1,1,26.02
Cc1ccc(N)cc1Cl,TOX286,0,0,0,0,0,0,0,0,0,0,0,0,141.601,2.23062,1,1,26.02
CC(O)CCl,TOX285,0,0,0,0,0,0,0,0,0,0,0,0,94.541,0.606,1,1,20.23
Nc1ccc(N)c(Cl)c1,TOX284,0,,1,,,0,0,1,0,0,1,0,142.589,1.5044,2,2,52.04
Nc1ccc(Cl)cc1N,TOX283,1,0,1,,0,0,0,1,1,0,1,0,142.589,1.5044,2,2,52.04
Nc1ccc(Cl)c(N)c1,TOX282,0,0,1,0,0,0,0,,0,0,0,0,142.589,1.5044,2,2,52.04
CCCCN(CCC(=O)OCC)C(C)=O,TOX15753,0,0,0,0,0,0,0,0,0,0,0,0,215.293,1.5882,0,3,46.61
O=[N+]([O-])c1ccccc1Cl,TOX280,,0,0,0,,0,0,0,0,0,0,0,157.556,2.2482,0,2,43.14
COC(=O)C=C(C)N,TOX30270,,,,,,,,0,,0,,,115.132,0.0219,1,3,52.32
COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,TOX14803,0,0,0,0,0,0,0,0,0,0,0,0,483.375,2.605,1,9,116.94
CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-],TOX26539,0,0,,0,1,0,0,,0,0,0,0,230.216,-1.789,0,6,114.4
O=C([O-])[O-].[Sr+2],TOX9651,0,0,0,0,,0,0,0,0,,0,0,147.628,-2.8278,0,3,63.19
O=C(O)[C@@H]1CSCN1,TOX26536,,,,,,,,0,,0,,,133.172,-0.2665,2,3,49.33
CC(C)CCCC(C)N,TOX26535,,,,,,,,,,0,,,129.247,2.1599,1,1,26.02
CC(=O)N[C@@H](CCC(=O)O)C(=O)O,TOX26534,0,0,,0,,0,0,0,0,0,0,0,189.167,-0.5595,3,3,103.7
C=CC(=O)OC(C)(C)C,TOX9652,0,0,0,0,0,0,0,0,0,0,0,0,128.171,1.5141,0,2,26.3
OCc1ccccn1,TOX26531,,,,,,,,1,,0,,,109.128,0.5739,1,2,33.12
Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,TOX22622,0,0,1,,1,,0,0,1,0,,0,292.342,3.1679,1,3,50.16
CC1(C)CC(O)CC(C)(C)N1,TOX9655,0,0,0,0,0,0,0,0,0,0,0,0,157.257,1.2879,2,2,32.26
Cc1ccccn1,TOX1899,0,0,0,0,0,0,0,,0,0,0,0,93.129,1.39002,0,1,12.89
Cc1cccnc1,TOX1897,0,0,0,0,0,0,0,0,0,0,0,0,93.129,1.39002,0,1,12.89
OC1CCCCC1,TOX1894,0,0,0,0,0,0,0,0,0,0,0,0,100.161,1.3114,1,1,20.23
Cc1ccncc1,TOX1892,0,0,0,0,0,0,0,0,0,0,0,0,93.129,1.39002,0,1,12.89
CC(C)OC(C)C,TOX1890,0,0,0,0,0,0,0,0,0,0,0,0,102.177,1.8198,0,1,9.23
O=C(O)COc1ccc2ccccc2c1,TOX22195,0,,,0,0,0,0,0,0,0,0,0,202.209,2.3032,1,2,46.53
CCCCOC(=O)C(C)O,TOX22196,0,0,0,0,0,0,0,0,0,0,0,0,146.186,0.7105,1,3,46.53
CNC(=S)NC,TOX22191,0,0,0,0,0,0,0,0,0,0,0,0,104.178,-0.2899,2,1,24.06
CCCCCCCCCC[N+](C)(C)[O-],TOX22190,0,0,0,0,0,0,0,0,0,0,,0,201.354,3.7013,0,1,23.06
O=C1CCC(=O)N1Cl,TOX22199,0,0,0,0,0,0,0,0,0,0,0,0,133.534,0.2892,0,2,37.38
CCCCNS(=O)(=O)c1ccc(C)cc1,TOX22198,0,0,0,0,0,0,0,0,0,0,0,0,227.329,2.07342,1,2,46.17
CCN(CCN)c1cccc(C)c1,TOX7803,0,0,0,0,0,0,0,0,0,0,,0,178.279,1.78002,1,2,29.26
CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,TOX7802,0,0,0,0,,0,0,0,0,0,0,0,284.311,3.0889,0,4,52.6
O=C([O-])CNc1ccccc1,TOX7806,0,0,,0,0,0,0,0,0,0,0,0,150.157,-0.1516,1,3,52.16
Cc1ccc2c(c1)C(=O)OC2=O,TOX7805,0,0,0,0,0,0,0,0,0,0,0,0,162.144,1.30562,0,3,43.37
CC(C)(N)C#N,TOX7804,0,0,,0,0,0,0,0,0,0,0,0,84.122,0.24728,1,2,49.81
CNC(C)Cc1ccccc1OC,TOX3292,0,0,0,0,0,0,0,0,0,0,0,0,179.263,1.8456,1,2,21.26
NCCN1CCOCC1,TOX24408,0,0,0,0,0,0,0,0,0,0,0,0,130.191,-0.7227,1,3,38.49
COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,TOX21828,0,0,0,0,0,0,0,0,0,0,0,0,297.294,1.2301,1,6,87.85
CC1CC(C)C(=O)C1=O,TOX27660,0,0,0,0,0,0,0,0,0,0,0,0,126.155,0.8005,0,2,34.14
CC(=O)SCc1ccco1,TOX27661,0,0,0,0,0,0,0,1,0,0,0,0,156.206,2.0593,0,3,30.21
Cc1ccc(C(C)NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)cc1,TOX27662,0,0,0,0,0,0,0,0,0,0,0,0,320.433,3.33142,2,3,67.43
c1coc(Cn2cccc2)c1,TOX27663,0,0,0,0,0,0,0,0,0,0,0,0,147.177,2.1294,0,2,18.07
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,TOX4128,1,0,0,0,0,0,0,0,0,0,0,0,551.49,6.2616,0,0,0
CCCCCCCCCCC=CC#N,TOX27667,0,0,0,0,0,0,0,0,0,0,0,0,193.334,4.59698,0,1,23.79
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,TOX4124,0,0,0,0,0,0,0,0,0,0,0,0,387.399,0.54712,2,10,149.47
CCCCCCC,TOX4127,1,,0,0,0,0,0,0,0,0,0,0,100.205,2.9767,0,0,0
ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,TOX4126,0,0,0,,,0,0,,0,,1,0,389.32,4.4527,0,1,12.53
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,TOX4123,0,0,0,0,,0,0,0,0,0,0,0,375.73,4.4864,0,5,57.65
CC1=NN(c2cc(Cl)c(S(=O)(=O)[O-])cc2Cl)C(=O)C1/N=N/c1ccc(S(=O)(=O)[O-])cc1,TOX21719,0,0,0,0,0,0,0,0,0,0,0,0,505.317,2.6766,0,10,171.79
COc1ccccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(NC(C)=O)c2c1O,TOX21715,0,0,0,,,0,0,0,0,0,,0,493.475,2.736,2,11,197.68
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,TOX27006,1,0,0,0,0,0,0,0,0,0,0,0,822.942,2.2456,8,13,267.04
ClCCOCCOCCCl,TOX27000,0,0,0,0,0,0,0,0,0,0,0,0,187.066,1.4972,0,2,18.46
COC(Cc1ccccc1)OC,TOX27001,0,0,0,0,,0,0,0,0,0,0,0,166.22,1.848,0,2,18.46
Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,TOX2817,0,0,0,0,0,0,0,,0,0,0,0,492.389,-1.19408,9,12,242.51
Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12,TOX2816,0,0,1,,0,0,,0,0,0,,0,650.698,7.4634,2,12,215.88
Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O,TOX2815,0,0,0,,,0,0,,0,,,0,868.862,5.29964,4,20,370.74
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,TOX2814,1,0,1,0,,0,0,,0,,,,971.659,7.0339,0,5,93.4
O=c1[nH]c2cc(Cl)ccc2o1,TOX2813,0,0,0,0,0,0,0,0,0,0,,0,169.567,1.7745,1,2,46
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,TOX2812,0,0,0,0,0,0,0,,0,0,0,0,338.772,0.9242,3,4,109.49
CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,TOX2810,0,0,0,,0,0,0,,0,0,,,315.869,5.188,0,2,3.24
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TOX26636,1,1,,,0,,,,0,,1,0,484.967,4.0511,1,5,80.67
O=C([O-])c1cc(O)c2c3nc4ccccc4oc-3cc(=O)c2n1,TOX26637,0,0,,0,0,0,0,,0,,1,0,307.241,0.9101,1,7,116.35
CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,TOX26638,0,0,0,0,0,0,0,0,0,0,0,0,468.59,6.201,2,4,93.06
C(=C\c1ccccc1)\c1ccccc1,TOX6049,0,0,0,,0,0,0,,0,0,0,0,180.25,3.857,0,0,0
Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,TOX26639,1,,,,0,0,0,0,0,0,0,0,272.392,3.26044,1,2,32.34
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,TOX6044,0,0,0,0,0,0,0,,0,,0,0,410.73,10.605,0,0,0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,TOX2609,1,1,0,,1,1,0,0,0,,0,0,290.447,3.671,2,2,40.46
CC[N+](C)(C)c1cccc(O)c1,TOX2978,0,0,0,0,0,0,0,0,0,0,,0,166.244,1.979,1,1,20.23
COC(=O)c1ccccc1O,TOX5659,0,0,0,0,0,0,0,0,0,0,0,0,152.149,1.1788,1,3,46.53
Cc1ccc2ccc3cccc4ccc1c2c34,TOX5654,0,0,0,0,0,0,0,0,0,0,1,0,216.283,4.89242,0,0,0
Nc1cc(-c2ccncc2)c[nH]c1=O,TOX2603,0,0,,0,0,0,0,,0,0,,0,187.202,1.0191,2,3,71.77
Cc1ccc2cccnc2c1,TOX5657,0,0,0,0,0,0,0,0,0,0,0,0,143.189,2.54322,0,1,12.89
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,TOX2607,0,0,0,1,0,0,0,0,0,0,0,0,293.374,2.92876,0,5,78.29
CC(C)Cc1nccs1,TOX5653,0,0,0,0,0,0,0,0,0,0,0,0,141.239,2.3416,0,2,12.89
Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,TOX25749,0,0,0,0,0,0,0,,0,,0,0,245.113,1.9467,3,4,62.44
CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,TOX25748,0,0,0,0,0,0,0,0,0,0,0,0,277.368,1.7166,2,3,61.44
O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,TOX1778,0,0,0,,0,0,,0,0,0,,0,318.328,4.125,0,4,52.6
COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,TOX25741,0,0,0,0,0,0,0,0,0,0,0,0,358.651,4.242,0,7,80.29
CC1(N)CCC(C(C)(C)N)CC1,TOX1772,0,0,0,0,1,0,0,0,0,0,0,0,170.3,1.6313,2,2,52.04
Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,TOX25743,0,0,1,1,,0,0,1,0,0,1,0,320.309,-1.8871,4,10,142.25
CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,TOX25742,0,0,1,0,0,0,0,1,0,0,1,0,412.555,5.8006,2,4,79.29
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,TOX1777,0,0,1,0,0,0,0,0,0,0,1,0,376.369,-1.72356,5,9,161.56
OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,TOX25744,0,0,,0,0,0,0,0,0,1,,0,347.861,4.4672,1,2,23.47
Cc1c[nH]c2ccccc12,TOX1775,0,0,0,0,0,0,0,0,0,0,0,0,131.178,2.47632,1,0,15.79
c1cc2c3c(cccc3c1)CC2,TOX1774,0,0,0,0,0,0,0,0,0,0,0,0,154.212,2.9384,0,0,0
CC/C(=N\OC/C=C/Cl)C1=C(O)CC(C2CCOCC2)CC1=O,TOX14252,0,0,0,0,0,0,0,0,0,0,0,0,341.835,3.7393,1,5,68.12
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,TOX14250,0,0,0,1,0,0,0,,0,0,,0,359.573,5.7283,0,4,44.76
NC(=O)CF,TOX14255,0,0,0,0,0,0,0,0,0,0,0,0,77.058,-0.5588,1,1,43.09
CC(C)(C)Cl,TOX3937,0,0,0,0,1,0,0,0,0,0,0,0,92.569,2.0237,0,0,0
CC(C)O[Ti](OCCN(CCO)CCO)(OCCN(CCO)CCO)OC(C)C,TOX24928,0,0,0,0,0,0,0,,0,0,0,0,462.407,-0.7433,4,10,124.32
CCCCCCCCCCCCSC,TOX24929,0,0,0,0,0,0,0,0,0,0,0,0,216.434,5.2703,0,1,0
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,TOX24299,,,,,,,,0,,0,,,362.278,1.5488,3,4,116.17
O=C1CCCN1CCO,TOX24922,0,0,0,0,0,0,0,0,0,0,0,0,129.159,-0.3989,1,2,40.54
CN(C)C=Nc1c(I)cc(I)c(CCC(=O)[O-])c1I,TOX28246,0,0,0,0,0,0,,,0,,0,0,596.952,2.4043,0,3,55.73
CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I,TOX28245,0,0,,0,0,0,0,,0,,0,0,626.934,1.805,1,4,89.54
CCCCC(CC)COC(=O)OOC(C)(C)C,TOX24921,0,0,0,0,0,0,0,0,0,,0,0,246.347,4.0861,0,4,44.76
CCCCNC1CC(C)(C)NC(C)(C)C1,TOX24926,0,0,0,,0,0,0,0,0,0,0,0,212.381,2.6853,2,2,24.06
CCCCC(CC)CO[PH](=O)OCC(CC)CCCC,TOX24927,0,0,0,0,0,0,0,0,0,0,0,0,306.427,5.8421,0,3,35.53
O=C(C(=O)c1ccc(Br)cc1)c1ccc(Br)cc1,TOX24925,0,0,0,0,0,0,0,0,0,0,,0,368.024,4.2772,0,2,34.14
Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,TOX25529,0,0,,1,0,0,0,,0,,,,437.779,7.0161,0,4,27.05
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,TOX25527,0,0,0,0,0,0,0,0,0,0,0,0,351.353,1.7959,2,5,74.57
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,TOX25526,0,0,0,0,0,0,0,0,0,0,,0,383.47,-0.308,3,6,110.18
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,TOX25521,0,0,0,0,0,0,0,0,0,0,0,0,807.114,-2.016,8,9,199.89
CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,TOX25523,0,0,0,0,0,0,0,0,0,0,0,0,1550.188,-1.5869,13,15,339.09
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,TOX25522,0,0,0,0,0,0,1,0,0,0,,0,354.189,3.9073,2,4,75.63
O=S(=O)(O)c1ccccc1O,TOX7390,0,0,0,0,0,0,0,0,0,0,0,0,174.177,0.6389,2,3,74.6
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,TOX7397,0,0,0,0,0,0,0,0,0,0,0,0,428.61,4.0486,3,6,96.22
CCC1CCC(CCC(=O)O)C1,TOX7394,0,0,,0,1,,,,0,0,0,0,170.252,2.6775,1,1,37.3
CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,TOX28993,0,0,0,0,0,0,0,0,0,0,0,0,373.449,3.891,0,5,46.61
Nc1ccccc1S(=O)(=O)c1ccccc1,TOX24941,0,0,0,0,0,0,0,,0,0,0,0,233.292,2.1016,1,3,60.16
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,TOX3551,0,0,0,0,0,0,0,0,0,0,,0,416.518,2.3832,2,5,95.94
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,TOX14181,0,,0,1,,,,0,0,1,1,1,473.594,6.0752,2,6,70
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,TOX3552,1,0,0,,0,0,,,0,,0,0,452.595,5.2199,2,4,78.87
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,TOX3554,0,0,,,0,0,0,,0,,0,0,634.726,4.5707,1,10,117.78
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,TOX3557,0,0,0,,,0,,0,0,0,0,1,244.207,-3.0115,4,8,143.72
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,TOX3556,0,0,0,1,0,0,0,1,0,1,1,0,286.459,5.5103,1,1,20.23
CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC(C)C,TOX28997,0,0,0,0,0,0,,,,,,1,424.622,5.1223,2,5,83.83
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,TOX28996,0,0,0,0,0,0,0,,0,,1,0,354.472,1.7029,1,5,75.71
